GM,30.4900,1000,stopbuy
GM,30.4700,29500,stopsell
GM,31.0000,85500,stopbuy
GM,32.0000,85500,stopbuy
GM,33.0000,85500,stopbuy
GM,34.0000,85500,stopbuy
GM,35.0000,85500,stopbuy
GM,36.0000,85500,stopbuy
GM,37.0000,85500,stopbuy
GM,38.0000,85500,stopbuy
GM,39.0000,85500,stopbuy
GM,40.0000,85500,stopbuy
SUNW,4.9600,1000,stopbuy
SUNW,4.9900,10000,stopbuy
SUNW,5.0300,10000,stopbuy
SUNW,5.0300,10000,stopbuy
SUNW,5.0300,10000,stopbuy
SUNW,4.9500,10000,stopsell
SUNW,4.9400,10000,stopsell
SUNW,5.9400,10000,stopbuy
SUNW,6.9400,10000,stopbuy
SUNW,7.9400,10000,stopbuy
SUNW,8.9400,10000,stopbuy
SUNW,9.9400,10000,stopbuy
SUNW,10.9400,10000,stopbuy
SUNW,11.9400,10000,stopbuy
SUNW,12.9400,10000,stopbuy
SUNW,13.9400,10000,stopbuy
SUNW,14.9400,10000,stopbuy
GE,33.9100,26100,stopsell
GE,33.9000,52900,stopsell
GE,34.0200,54700,stopbuy
GE,34.0200,54700,stopbuy
GE,34.0400,17100,stopbuy
GE,34.0400,17100,stopbuy
GE,35.0400,17100,stopbuy
GE,35.1400,17100,stopbuy
GE,35.2600,17100,stopbuy
GE,35.3400,17100,stopbuy
GE,35.4400,17100,stopbuy
GE,35.5400,17100,stopbuy
GM,30.4900,1000,limitbuy
GM,30.4700,29500,limitsell
GM,31.0000,85500,limitbuy
GM,32.0000,85500,limitbuy
GM,33.0000,85500,limitbuy
GM,34.0000,85500,limitbuy
GM,35.0000,85500,limitbuy
GM,36.0000,85500,limitbuy
GM,37.0000,85500,limitbuy
GM,38.0000,85500,limitbuy
GM,39.0000,85500,limitbuy
GM,40.0000,85500,limitbuy
SUNW,4.9600,1000,limitbuy
SUNW,5.0300,10000,limitbuy
SUNW,5.0300,10000,limitbuy
SUNW,4.9400,10000,limitsell
SUNW,5.9400,10000,limitbuy
SUNW,6.9400,10000,limitbuy
SUNW,7.9400,10000,limitbuy
SUNW,8.9400,10000,limitbuy
SUNW,9.9400,10000,limitbuy
SUNW,10.9400,10000,limitbuy
SUNW,11.9400,10000,limitbuy
SUNW,12.9400,10000,limitbuy
SUNW,13.9400,10000,limitbuy
SUNW,14.9400,10000,limitbuy
GE,33.9100,26100,limitsell
GE,34.0200,54700,limitbuy
GE,34.0400,17100,limitbuy
GE,35.0400,17100,limitbuy
GE,35.1400,17100,limitbuy
GE,35.2600,17100,limitbuy
GE,35.3400,17100,limitbuy
GE,35.4400,17100,limitbuy
GE,35.5400,17100,limitbuy
